Año,Tipo de recogida,Bilketa mota,Clasificación,Sailkapena,Subclasificación,Azpisailkapena,Ambito,Eremua,Total (kg)
2016,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,320225
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6722584
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,706700
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,1208080
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,843990
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte Vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,377790
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,665150
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,75559
2016,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,849558
2016,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,3928754
2016,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,338990
2016,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte Vieja,Parte Zaharra,URBANO,HIRIA,224250
2016,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,64990
2016,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5667765
2016,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1495980
2016,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,24557
2016,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,699481
2016,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,121726
2016,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,7637
2016,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,21044
2016,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,38010
2016,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,15711
2016,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,21820
2016,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,77926
2016,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,41.220
2016,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,411.340
2016,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,79591
2016,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,1032
2016,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,56280
2016,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,478970
2016,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,597600
2016,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,733405
2016,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2661040
2016,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,178407
2016,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,8862
2016,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2016,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,4020
2016,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,22567
2016,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,204524
2016,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,12656
2016,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,73951
2016,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,5947
2016,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,22105
2016,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,3272
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,47797410
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,1022740
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,170650
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,870965
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,78896
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,713962
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,499052
2016,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2016,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2182120
2016,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,411480
2016,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2017,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647429
2017,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,4906100
2017,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,6500
2017,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,321998
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6519560
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,713300
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,1166250
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,874530
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte Vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,402930
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,647790
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,75589
2017,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,865493
2017,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,3962260
2017,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,348470
2017,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte Vieja,Parte Zaharra,URBANO,HIRIA,265320
2017,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,74500
2017,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5662647
2017,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1533080
2017,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,22232
2017,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,702120
2017,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,73950
2017,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,7477
2017,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,21433
2017,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,46604
2017,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,16587
2017,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,11884
2017,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,80566
2017,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,66.900
2017,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,324.840
2017,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,79215
2017,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,1179
2017,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,50720
2017,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,473894
2017,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,571620
2017,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,811275
2017,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2672020
2017,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,190792
2017,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,6719
2017,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2017,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2017,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,23583
2017,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,252449
2017,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,11304
2017,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,93692
2017,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,9604
2017,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,18935
2017,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,5813
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,48228900
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,1026480
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,153640
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,948954
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,62853
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,783056
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,409509
2017,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2017,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2481760
2017,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,747720
2017,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2018,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2018,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5114420
2018,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,20700
2018,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,386682
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6752340
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,731360
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,1131250
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,897390
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte Vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,405310
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,688770
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,72525
2018,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,963159
2018,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4340680
2018,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,357040
2018,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte Vieja,Parte Zaharra,URBANO,HIRIA,288070
2018,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,71490
2018,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5719820
2018,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1573870
2018,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,24852
2018,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,720934
2018,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,91026
2018,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,3782
2018,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,2949
2018,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,63672
2018,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,20854
2018,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,17740
2018,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,111823
2018,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,81.360
2018,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,298.840
2018,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,90877
2018,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,190
2018,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,68320
2018,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,547926
2018,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,672820
2018,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,843471
2018,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2663620
2018,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,213306
2018,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,13447
2018,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2018,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2018,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,25610
2018,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,231465
2018,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,17870
2018,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,74508
2018,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,9362
2018,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,19787
2018,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,7102
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,48340740
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,963320
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,173800
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,913514
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,44384
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,880771
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,313295
2018,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2018,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2505400
2018,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,556080
2018,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2019,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2019,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5425215
2019,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,30940
2019,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,383479
